Cell type	Mark	Array	Control	Treat
MG63	H3K27me3	hsat2_1_5(B)	1073	2049
MG63	H3K27me3	hsat2_1_6(A2,A1,B)	31516	52426
MG63	H3K27me3	hsat2_1_7(B)	137	302
MG63	H3K27me3	hsat2_2_1(B)	16	30
MG63	H3K27me3	hsat2_2_2(B)	284	530
MG63	H3K27me3	hsat2_2_3(B)	290	538
MG63	H3K27me3	hsat2_2_4(B)	472	875
MG63	H3K27me3	hsat2_2_5(B)	8718	15857
MG63	H3K27me3	hsat2_2_6(B)	1048	1930
MG63	H3K27me3	hsat2_2_7(B)	508	839
MG63	H3K27me3	hsat2_7_1(B)	22	49
MG63	H3K27me3	hsat2_7_2(B)	15	58
MG63	H3K27me3	hsat2_7_3(B)	64	109
MG63	H3K27me3	hsat2_7_4(B)	27	52
MG63	H3K27me3	hsat2_7_5(B)	1258	2076
MG63	H3K27me3	hsat2_7_6(B)	459	926
MG63	H3K27me3	hsat2_7_7(B)	168	305
MG63	H3K27me3	hsat2_7_9(B)	6	26
MG63	H3K27me3	hsat2_7_10(B)	251	423
MG63	H3K27me3	hsat2_7_12(B)	23	25
MG63	H3K27me3	hsat2_7_13(B)	1677	2840
MG63	H3K27me3	hsat2_7_15(B)	923	1562
MG63	H3K27me3	hsat2_7_16(B)	1063	1787
MG63	H3K27me3	hsat2_7_17(B)	2413	4380
MG63	H3K27me3	hsat2_7_18(B)	1333	2148
MG63	H3K27me3	hsat2_7_19(B)	408	807
MG63	H3K27me3	hsat2_9_1(B)	956	1745
MG63	H3K27me3	hsat2_10_1(B)	481	877
MG63	H3K27me3	hsat2_10_2(A1,A2)	566	858
MG63	H3K27me3	hsat2_10_3(A1,A2)	4325	7569
MG63	H3K27me3	hsat2_10_4(B)	294	521
MG63	H3K27me3	hsat2_16_1(B)	24	16
MG63	H3K27me3	hsat2_16_2(B)	177	242
MG63	H3K27me3	hsat2_16_3(B)	601	985
MG63	H3K27me3	hsat2_16_4(B)	509	848
MG63	H3K27me3	hsat2_16_5(B)	636	1066
MG63	H3K27me3	hsat2_16_6(B)	917	1498
MG63	H3K27me3	hsat2_16_7(B)	556	924
MG63	H3K27me3	hsat2_16_8(B)	420	725
MG63	H3K27me3	hsat2_16_9(B)	653	1315
MG63	H3K27me3	hsat2_16_10(B)	355	567
MG63	H3K27me3	hsat2_16_11(B)	902	1602
MG63	H3K27me3	hsat2_16_12(B)	899	1486
MG63	H3K27me3	hsat2_16_13(B)	348	597
MG63	H3K27me3	hsat2_16_14(B)	125	264
MG63	H3K27me3	hsat2_16_15(B)	29371	47746
MG63	H3K27me3	hsat2_16_16(B)	165	274
MG63	H3K27me3	hsat2_17_1(B)	97	177
MG63	H3K27me3	hsat2_17_2(B)	920	1544
MG63	H3K27me3	hsat2_22_1(B)	124	310
MG63	H3K27me3	hsat2_22_2(B)	337	567
MG63	H3K27me3	hsat2_22_3(B)	1919	3335
MG63	H3K27me3	hsat2_22_4(B)	1233	2318
MG63	H3K27me3	hsat2_22_5(B)	678	1221
BE2C	H3K27me3	hsat2_1_1(B)	399	717
BE2C	H3K27me3	hsat2_1_2(B)	263	465
BE2C	H3K27me3	hsat2_1_3(A1,B)	5978	11295
BE2C	H3K27me3	hsat2_1_4(B,A1,A2)	687	1162
BE2C	H3K27me3	hsat2_1_5(B)	1048	1823
BE2C	H3K27me3	hsat2_1_6(A2,A1,B)	37704	68667
BE2C	H3K27me3	hsat2_1_7(B)	118	442
BE2C	H3K27me3	hsat2_2_2(B)	184	486
BE2C	H3K27me3	hsat2_2_3(B)	254	1080
BE2C	H3K27me3	hsat2_2_4(B)	404	1004
BE2C	H3K27me3	hsat2_2_5(B)	2547	4603
BE2C	H3K27me3	hsat2_2_6(B)	707	1921
BE2C	H3K27me3	hsat2_2_7(B)	289	639
BE2C	H3K27me3	hsat2_7_1(B)	26	67
BE2C	H3K27me3	hsat2_7_2(B)	55	61
BE2C	H3K27me3	hsat2_7_3(B)	65	143
BE2C	H3K27me3	hsat2_7_4(B)	33	77
BE2C	H3K27me3	hsat2_7_5(B)	1589	2696
BE2C	H3K27me3	hsat2_7_6(B)	726	1079
BE2C	H3K27me3	hsat2_7_7(B)	162	303
BE2C	H3K27me3	hsat2_7_9(B)	18	28
BE2C	H3K27me3	hsat2_7_10(B)	178	316
BE2C	H3K27me3	hsat2_7_12(B)	20	50
BE2C	H3K27me3	hsat2_7_13(B)	1447	2684
BE2C	H3K27me3	hsat2_7_15(B)	907	1592
BE2C	H3K27me3	hsat2_7_16(B)	1150	1894
BE2C	H3K27me3	hsat2_7_17(B)	2353	4302
BE2C	H3K27me3	hsat2_7_18(B)	1208	2276
BE2C	H3K27me3	hsat2_7_19(B)	397	810
BE2C	H3K27me3	hsat2_9_1(B)	1775	3151
BE2C	H3K27me3	hsat2_10_1(B)	500	1019
BE2C	H3K27me3	hsat2_10_2(A1,A2)	567	941
BE2C	H3K27me3	hsat2_10_3(A1,A2)	3868	6674
BE2C	H3K27me3	hsat2_10_4(B)	242	542
BE2C	H3K27me3	hsat2_16_1(B)	4	13
BE2C	H3K27me3	hsat2_16_2(B)	129	230
BE2C	H3K27me3	hsat2_16_3(B)	505	910
BE2C	H3K27me3	hsat2_16_4(B)	518	742
BE2C	H3K27me3	hsat2_16_5(B)	1143	1973
BE2C	H3K27me3	hsat2_16_6(B)	1566	2623
BE2C	H3K27me3	hsat2_16_7(B)	1060	1829
BE2C	H3K27me3	hsat2_16_8(B)	722	1318
BE2C	H3K27me3	hsat2_16_9(B)	1269	2262
BE2C	H3K27me3	hsat2_16_10(B)	583	975
BE2C	H3K27me3	hsat2_16_11(B)	1656	3053
BE2C	H3K27me3	hsat2_16_12(B)	1443	2589
BE2C	H3K27me3	hsat2_16_13(B)	607	1165
BE2C	H3K27me3	hsat2_16_14(B)	269	527
BE2C	H3K27me3	hsat2_16_15(B)	35989	64533
BE2C	H3K27me3	hsat2_16_16(B)	137	233
BE2C	H3K27me3	hsat2_17_1(B)	192	354
BE2C	H3K27me3	hsat2_17_2(B)	1699	2952
BE2C	H3K27me3	hsat2_22_1(B)	185	373
BE2C	H3K27me3	hsat2_22_2(B)	376	749
BE2C	H3K27me3	hsat2_22_3(B)	1720	3043
BE2C	H3K27me3	hsat2_22_4(B)	1622	2779
BE2C	H3K27me3	hsat2_22_5(B)	967	1556
HAP-1	H3K27me3	hsat2_1_1(B)	405	627
HAP-1	H3K27me3	hsat2_1_2(B)	209	400
HAP-1	H3K27me3	hsat2_1_3(A1,B)	7023	11873
HAP-1	H3K27me3	hsat2_1_4(B,A1,A2)	751	1028
HAP-1	H3K27me3	hsat2_1_5(B)	1014	1609
HAP-1	H3K27me3	hsat2_1_6(A2,A1,B)	41422	64917
HAP-1	H3K27me3	hsat2_1_7(B)	156	251
HAP-1	H3K27me3	hsat2_2_1(B)	15	21
HAP-1	H3K27me3	hsat2_2_2(B)	318	560
HAP-1	H3K27me3	hsat2_2_3(B)	348	554
HAP-1	H3K27me3	hsat2_2_4(B)	527	951
HAP-1	H3K27me3	hsat2_2_5(B)	4705	7904
HAP-1	H3K27me3	hsat2_2_6(B)	1226	1936
HAP-1	H3K27me3	hsat2_2_7(B)	552	945
HAP-1	H3K27me3	hsat2_7_1(B)	49	61
HAP-1	H3K27me3	hsat2_7_2(B)	27	56
HAP-1	H3K27me3	hsat2_7_3(B)	61	81
HAP-1	H3K27me3	hsat2_7_4(B)	34	65
HAP-1	H3K27me3	hsat2_7_5(B)	1483	2162
HAP-1	H3K27me3	hsat2_7_6(B)	621	952
HAP-1	H3K27me3	hsat2_7_7(B)	138	319
HAP-1	H3K27me3	hsat2_7_9(B)	18	12
HAP-1	H3K27me3	hsat2_7_10(B)	222	389
HAP-1	H3K27me3	hsat2_7_12(B)	17	27
HAP-1	H3K27me3	hsat2_7_13(B)	1339	2321
HAP-1	H3K27me3	hsat2_7_15(B)	818	1184
HAP-1	H3K27me3	hsat2_7_16(B)	1035	1452
HAP-1	H3K27me3	hsat2_7_17(B)	2258	3370
HAP-1	H3K27me3	hsat2_7_18(B)	1165	1746
HAP-1	H3K27me3	hsat2_7_19(B)	408	574
HAP-1	H3K27me3	hsat2_9_1(B)	1823	2563
HAP-1	H3K27me3	hsat2_10_1(B)	558	807
HAP-1	H3K27me3	hsat2_10_2(A1,A2)	679	976
HAP-1	H3K27me3	hsat2_10_3(A1,A2)	3487	5690
HAP-1	H3K27me3	hsat2_10_4(B)	276	396
HAP-1	H3K27me3	hsat2_16_2(B)	141	170
HAP-1	H3K27me3	hsat2_16_3(B)	467	750
HAP-1	H3K27me3	hsat2_16_4(B)	445	751
HAP-1	H3K27me3	hsat2_16_5(B)	1129	1643
HAP-1	H3K27me3	hsat2_16_6(B)	1556	2209
HAP-1	H3K27me3	hsat2_16_7(B)	931	1625
HAP-1	H3K27me3	hsat2_16_8(B)	667	1049
HAP-1	H3K27me3	hsat2_16_9(B)	1281	1835
HAP-1	H3K27me3	hsat2_16_10(B)	543	857
HAP-1	H3K27me3	hsat2_16_11(B)	1616	2324
HAP-1	H3K27me3	hsat2_16_12(B)	1387	2090
HAP-1	H3K27me3	hsat2_16_13(B)	593	857
HAP-1	H3K27me3	hsat2_16_14(B)	262	458
HAP-1	H3K27me3	hsat2_16_15(B)	34248	60131
HAP-1	H3K27me3	hsat2_16_16(B)	120	222
HAP-1	H3K27me3	hsat2_17_1(B)	324	512
HAP-1	H3K27me3	hsat2_17_2(B)	3157	4910
HAP-1	H3K27me3	hsat2_22_1(B)	150	223
HAP-1	H3K27me3	hsat2_22_2(B)	375	634
HAP-1	H3K27me3	hsat2_22_3(B)	1722	2641
HAP-1	H3K27me3	hsat2_22_4(B)	1718	2456
HAP-1	H3K27me3	hsat2_22_5(B)	912	1307
SJCRH30	H3K27me3	hsat2_1_1(B)	659	812
SJCRH30	H3K27me3	hsat2_1_2(B)	362	475
SJCRH30	H3K27me3	hsat2_1_3(A1,B)	13455	14703
SJCRH30	H3K27me3	hsat2_1_4(B,A1,A2)	1182	1350
SJCRH30	H3K27me3	hsat2_1_5(B)	1330	1430
SJCRH30	H3K27me3	hsat2_1_6(A2,A1,B)	50497	54958
SJCRH30	H3K27me3	hsat2_1_7(B)	110	160
SJCRH30	H3K27me3	hsat2_2_1(B)	17	23
SJCRH30	H3K27me3	hsat2_2_2(B)	824	926
SJCRH30	H3K27me3	hsat2_2_3(B)	740	960
SJCRH30	H3K27me3	hsat2_2_4(B)	1404	1694
SJCRH30	H3K27me3	hsat2_2_5(B)	9460	10809
SJCRH30	H3K27me3	hsat2_2_6(B)	2980	3684
SJCRH30	H3K27me3	hsat2_2_7(B)	966	997
SJCRH30	H3K27me3	hsat2_7_1(B)	81	84
SJCRH30	H3K27me3	hsat2_7_2(B)	94	100
SJCRH30	H3K27me3	hsat2_7_3(B)	138	171
SJCRH30	H3K27me3	hsat2_7_4(B)	92	104
SJCRH30	H3K27me3	hsat2_7_5(B)	3041	3316
SJCRH30	H3K27me3	hsat2_7_6(B)	1286	1475
SJCRH30	H3K27me3	hsat2_7_7(B)	506	552
SJCRH30	H3K27me3	hsat2_7_9(B)	38	34
SJCRH30	H3K27me3	hsat2_7_10(B)	489	532
SJCRH30	H3K27me3	hsat2_7_12(B)	31	49
SJCRH30	H3K27me3	hsat2_7_13(B)	3074	3550
SJCRH30	H3K27me3	hsat2_7_14(B)	1	4
SJCRH30	H3K27me3	hsat2_7_15(B)	1594	1877
SJCRH30	H3K27me3	hsat2_7_16(B)	2128	2424
SJCRH30	H3K27me3	hsat2_7_17(B)	4831	5646
SJCRH30	H3K27me3	hsat2_7_18(B)	2604	2868
SJCRH30	H3K27me3	hsat2_7_19(B)	642	763
SJCRH30	H3K27me3	hsat2_9_1(B)	2787	3151
SJCRH30	H3K27me3	hsat2_10_1(B)	756	849
SJCRH30	H3K27me3	hsat2_10_2(A1,A2)	517	497
SJCRH30	H3K27me3	hsat2_10_3(A1,A2)	2804	3362
SJCRH30	H3K27me3	hsat2_10_4(B)	269	261
SJCRH30	H3K27me3	hsat2_16_1(B)	4	9
SJCRH30	H3K27me3	hsat2_16_2(B)	167	169
SJCRH30	H3K27me3	hsat2_16_3(B)	587	705
SJCRH30	H3K27me3	hsat2_16_4(B)	580	718
SJCRH30	H3K27me3	hsat2_16_5(B)	1263	1476
SJCRH30	H3K27me3	hsat2_16_6(B)	1705	1951
SJCRH30	H3K27me3	hsat2_16_7(B)	1073	1328
SJCRH30	H3K27me3	hsat2_16_8(B)	974	1146
SJCRH30	H3K27me3	hsat2_16_9(B)	1376	1591
SJCRH30	H3K27me3	hsat2_16_10(B)	632	800
SJCRH30	H3K27me3	hsat2_16_11(B)	2031	2237
SJCRH30	H3K27me3	hsat2_16_12(B)	1599	1904
SJCRH30	H3K27me3	hsat2_16_13(B)	700	839
SJCRH30	H3K27me3	hsat2_16_14(B)	343	384
SJCRH30	H3K27me3	hsat2_16_15(B)	44156	46726
SJCRH30	H3K27me3	hsat2_16_16(B)	166	271
SJCRH30	H3K27me3	hsat2_17_1(B)	1535	1695
SJCRH30	H3K27me3	hsat2_17_2(B)	12739	14532
SJCRH30	H3K27me3	hsat2_22_1(B)	104	148
SJCRH30	H3K27me3	hsat2_22_2(B)	692	761
SJCRH30	H3K27me3	hsat2_22_3(B)	3014	3591
SJCRH30	H3K27me3	hsat2_22_4(B)	2441	2858
SJCRH30	H3K27me3	hsat2_22_5(B)	1305	1499
SJSA1	H3K27me3	hsat2_1_1(B)	731	758
SJSA1	H3K27me3	hsat2_1_2(B)	350	439
SJSA1	H3K27me3	hsat2_1_3(A1,B)	12064	14369
SJSA1	H3K27me3	hsat2_1_4(B,A1,A2)	1236	1450
SJSA1	H3K27me3	hsat2_1_5(B)	1638	1977
SJSA1	H3K27me3	hsat2_1_6(A2,A1,B)	41467	50289
SJSA1	H3K27me3	hsat2_1_7(B)	199	261
SJSA1	H3K27me3	hsat2_2_1(B)	24	34
SJSA1	H3K27me3	hsat2_2_2(B)	512	580
SJSA1	H3K27me3	hsat2_2_3(B)	568	718
SJSA1	H3K27me3	hsat2_2_4(B)	1036	1198
SJSA1	H3K27me3	hsat2_2_5(B)	11873	14168
SJSA1	H3K27me3	hsat2_2_6(B)	2137	2588
SJSA1	H3K27me3	hsat2_2_7(B)	974	1166
SJSA1	H3K27me3	hsat2_7_1(B)	58	45
SJSA1	H3K27me3	hsat2_7_2(B)	68	56
SJSA1	H3K27me3	hsat2_7_3(B)	106	113
SJSA1	H3K27me3	hsat2_7_4(B)	65	46
SJSA1	H3K27me3	hsat2_7_5(B)	2297	2861
SJSA1	H3K27me3	hsat2_7_6(B)	1067	1191
SJSA1	H3K27me3	hsat2_7_7(B)	324	356
SJSA1	H3K27me3	hsat2_7_9(B)	24	28
SJSA1	H3K27me3	hsat2_7_10(B)	457	575
SJSA1	H3K27me3	hsat2_7_12(B)	18	30
SJSA1	H3K27me3	hsat2_7_13(B)	3323	3818
SJSA1	H3K27me3	hsat2_7_14(B)	4	3
SJSA1	H3K27me3	hsat2_7_15(B)	1288	1520
SJSA1	H3K27me3	hsat2_7_16(B)	1551	1788
SJSA1	H3K27me3	hsat2_7_17(B)	3820	4342
SJSA1	H3K27me3	hsat2_7_18(B)	1915	2240
SJSA1	H3K27me3	hsat2_7_19(B)	590	637
SJSA1	H3K27me3	hsat2_9_1(B)	1488	1696
SJSA1	H3K27me3	hsat2_10_1(B)	999	1081
SJSA1	H3K27me3	hsat2_10_2(A1,A2)	1044	1292
SJSA1	H3K27me3	hsat2_10_3(A1,A2)	5275	6352
SJSA1	H3K27me3	hsat2_10_4(B)	479	545
SJSA1	H3K27me3	hsat2_16_3(B)	736	874
SJSA1	H3K27me3	hsat2_16_4(B)	687	824
SJSA1	H3K27me3	hsat2_16_5(B)	1725	2000
SJSA1	H3K27me3	hsat2_16_6(B)	2456	2805
SJSA1	H3K27me3	hsat2_16_7(B)	1615	1767
SJSA1	H3K27me3	hsat2_16_8(B)	1196	1242
SJSA1	H3K27me3	hsat2_16_9(B)	1945	2368
SJSA1	H3K27me3	hsat2_16_10(B)	962	1059
SJSA1	H3K27me3	hsat2_16_11(B)	2761	3081
SJSA1	H3K27me3	hsat2_16_12(B)	2392	2786
SJSA1	H3K27me3	hsat2_16_13(B)	968	1167
SJSA1	H3K27me3	hsat2_16_14(B)	461	499
SJSA1	H3K27me3	hsat2_16_15(B)	45880	54682
SJSA1	H3K27me3	hsat2_16_16(B)	230	247
SJSA1	H3K27me3	hsat2_17_1(B)	518	554
SJSA1	H3K27me3	hsat2_17_2(B)	4884	5663
SJSA1	H3K27me3	hsat2_22_1(B)	304	351
SJSA1	H3K27me3	hsat2_22_2(B)	603	727
SJSA1	H3K27me3	hsat2_22_3(B)	3896	4601
SJSA1	H3K27me3	hsat2_22_4(B)	2376	2848
SJSA1	H3K27me3	hsat2_22_5(B)	1371	1581
brain microvascular endothelial cell	H3K36me3	hsat2_1_1(B)	177	837
brain microvascular endothelial cell	H3K36me3	hsat2_1_2(B)	124	559
brain microvascular endothelial cell	H3K36me3	hsat2_1_3(A1,B)	3150	17078
brain microvascular endothelial cell	H3K36me3	hsat2_1_4(B,A1,A2)	456	2123
brain microvascular endothelial cell	H3K36me3	hsat2_1_5(B)	436	2009
brain microvascular endothelial cell	H3K36me3	hsat2_1_6(A2,A1,B)	14154	76298
brain microvascular endothelial cell	H3K36me3	hsat2_1_7(B)	28	148
brain microvascular endothelial cell	H3K36me3	hsat2_2_1(B)	8	60
brain microvascular endothelial cell	H3K36me3	hsat2_2_2(B)	134	702
brain microvascular endothelial cell	H3K36me3	hsat2_2_3(B)	156	696
brain microvascular endothelial cell	H3K36me3	hsat2_2_4(B)	290	1373
brain microvascular endothelial cell	H3K36me3	hsat2_2_5(B)	1424	7511
brain microvascular endothelial cell	H3K36me3	hsat2_2_6(B)	531	2545
brain microvascular endothelial cell	H3K36me3	hsat2_2_7(B)	247	1179
brain microvascular endothelial cell	H3K36me3	hsat2_7_1(B)	16	66
brain microvascular endothelial cell	H3K36me3	hsat2_7_2(B)	17	97
brain microvascular endothelial cell	H3K36me3	hsat2_7_3(B)	38	155
brain microvascular endothelial cell	H3K36me3	hsat2_7_4(B)	24	93
brain microvascular endothelial cell	H3K36me3	hsat2_7_5(B)	639	2927
brain microvascular endothelial cell	H3K36me3	hsat2_7_6(B)	282	1136
brain microvascular endothelial cell	H3K36me3	hsat2_7_7(B)	38	224
brain microvascular endothelial cell	H3K36me3	hsat2_7_9(B)	6	34
brain microvascular endothelial cell	H3K36me3	hsat2_7_10(B)	81	426
brain microvascular endothelial cell	H3K36me3	hsat2_7_12(B)	2	35
brain microvascular endothelial cell	H3K36me3	hsat2_7_13(B)	648	3120
brain microvascular endothelial cell	H3K36me3	hsat2_7_15(B)	355	1820
brain microvascular endothelial cell	H3K36me3	hsat2_7_16(B)	432	2152
brain microvascular endothelial cell	H3K36me3	hsat2_7_17(B)	932	5022
brain microvascular endothelial cell	H3K36me3	hsat2_7_18(B)	516	2387
brain microvascular endothelial cell	H3K36me3	hsat2_7_19(B)	132	772
brain microvascular endothelial cell	H3K36me3	hsat2_9_1(B)	675	3060
brain microvascular endothelial cell	H3K36me3	hsat2_10_1(B)	214	1028
brain microvascular endothelial cell	H3K36me3	hsat2_10_2(A1,A2)	292	1281
brain microvascular endothelial cell	H3K36me3	hsat2_10_3(A1,A2)	1427	7244
brain microvascular endothelial cell	H3K36me3	hsat2_10_4(B)	102	605
brain microvascular endothelial cell	H3K36me3	hsat2_16_2(B)	23	159
brain microvascular endothelial cell	H3K36me3	hsat2_16_3(B)	172	922
brain microvascular endothelial cell	H3K36me3	hsat2_16_4(B)	191	872
brain microvascular endothelial cell	H3K36me3	hsat2_16_5(B)	470	2082
brain microvascular endothelial cell	H3K36me3	hsat2_16_6(B)	658	2991
brain microvascular endothelial cell	H3K36me3	hsat2_16_7(B)	368	1803
brain microvascular endothelial cell	H3K36me3	hsat2_16_8(B)	272	1418
brain microvascular endothelial cell	H3K36me3	hsat2_16_9(B)	552	2402
brain microvascular endothelial cell	H3K36me3	hsat2_16_10(B)	204	1094
brain microvascular endothelial cell	H3K36me3	hsat2_16_11(B)	671	3268
brain microvascular endothelial cell	H3K36me3	hsat2_16_12(B)	596	2919
brain microvascular endothelial cell	H3K36me3	hsat2_16_13(B)	262	1210
brain microvascular endothelial cell	H3K36me3	hsat2_16_14(B)	119	575
brain microvascular endothelial cell	H3K36me3	hsat2_16_15(B)	10968	54779
brain microvascular endothelial cell	H3K36me3	hsat2_16_16(B)	55	242
brain microvascular endothelial cell	H3K36me3	hsat2_17_1(B)	124	574
brain microvascular endothelial cell	H3K36me3	hsat2_17_2(B)	1370	6341
brain microvascular endothelial cell	H3K36me3	hsat2_22_1(B)	45	175
brain microvascular endothelial cell	H3K36me3	hsat2_22_2(B)	179	1117
brain microvascular endothelial cell	H3K36me3	hsat2_22_3(B)	1084	6771
brain microvascular endothelial cell	H3K36me3	hsat2_22_4(B)	720	4589
brain microvascular endothelial cell	H3K36me3	hsat2_22_5(B)	331	2386
MG63	H3K36me3	hsat2_1_1(B)	426	923
MG63	H3K36me3	hsat2_1_2(B)	256	508
MG63	H3K36me3	hsat2_1_3(A1,B)	11244	22525
MG63	H3K36me3	hsat2_1_4(B,A1,A2)	872	1876
MG63	H3K36me3	hsat2_1_5(B)	1073	2153
MG63	H3K36me3	hsat2_1_6(A2,A1,B)	31516	62365
MG63	H3K36me3	hsat2_1_7(B)	137	251
MG63	H3K36me3	hsat2_2_1(B)	16	18
MG63	H3K36me3	hsat2_2_2(B)	284	672
MG63	H3K36me3	hsat2_2_3(B)	290	650
MG63	H3K36me3	hsat2_2_4(B)	472	979
MG63	H3K36me3	hsat2_2_5(B)	8718	19236
MG63	H3K36me3	hsat2_2_6(B)	1048	2168
MG63	H3K36me3	hsat2_2_7(B)	508	1023
MG63	H3K36me3	hsat2_7_1(B)	22	54
MG63	H3K36me3	hsat2_7_2(B)	15	63
MG63	H3K36me3	hsat2_7_3(B)	64	121
MG63	H3K36me3	hsat2_7_4(B)	27	47
MG63	H3K36me3	hsat2_7_5(B)	1258	2455
MG63	H3K36me3	hsat2_7_6(B)	459	1019
MG63	H3K36me3	hsat2_7_7(B)	168	339
MG63	H3K36me3	hsat2_7_9(B)	6	24
MG63	H3K36me3	hsat2_7_10(B)	251	565
MG63	H3K36me3	hsat2_7_12(B)	23	42
MG63	H3K36me3	hsat2_7_13(B)	1677	3419
MG63	H3K36me3	hsat2_7_15(B)	923	1883
MG63	H3K36me3	hsat2_7_16(B)	1063	2259
MG63	H3K36me3	hsat2_7_17(B)	2413	5070
MG63	H3K36me3	hsat2_7_18(B)	1333	2593
MG63	H3K36me3	hsat2_7_19(B)	408	959
MG63	H3K36me3	hsat2_9_1(B)	956	2037
MG63	H3K36me3	hsat2_10_1(B)	481	1061
MG63	H3K36me3	hsat2_10_2(A1,A2)	566	1111
MG63	H3K36me3	hsat2_10_3(A1,A2)	4325	9293
MG63	H3K36me3	hsat2_10_4(B)	294	513
MG63	H3K36me3	hsat2_16_1(B)	24	14
MG63	H3K36me3	hsat2_16_2(B)	177	332
MG63	H3K36me3	hsat2_16_3(B)	601	1197
MG63	H3K36me3	hsat2_16_4(B)	509	1024
MG63	H3K36me3	hsat2_16_5(B)	636	1263
MG63	H3K36me3	hsat2_16_6(B)	917	1809
MG63	H3K36me3	hsat2_16_7(B)	556	1055
MG63	H3K36me3	hsat2_16_8(B)	420	871
MG63	H3K36me3	hsat2_16_9(B)	653	1564
MG63	H3K36me3	hsat2_16_10(B)	355	681
MG63	H3K36me3	hsat2_16_11(B)	902	1927
MG63	H3K36me3	hsat2_16_12(B)	899	1715
MG63	H3K36me3	hsat2_16_13(B)	348	751
MG63	H3K36me3	hsat2_16_14(B)	125	338
MG63	H3K36me3	hsat2_16_15(B)	29371	57952
MG63	H3K36me3	hsat2_16_16(B)	165	325
MG63	H3K36me3	hsat2_17_1(B)	97	183
MG63	H3K36me3	hsat2_17_2(B)	920	1912
MG63	H3K36me3	hsat2_22_1(B)	124	289
MG63	H3K36me3	hsat2_22_2(B)	337	692
MG63	H3K36me3	hsat2_22_3(B)	1919	4051
MG63	H3K36me3	hsat2_22_4(B)	1233	2912
MG63	H3K36me3	hsat2_22_5(B)	678	1556
BE2C	H3K36me3	hsat2_1_1(B)	399	798
BE2C	H3K36me3	hsat2_1_2(B)	263	517
BE2C	H3K36me3	hsat2_1_3(A1,B)	5978	12777
BE2C	H3K36me3	hsat2_1_4(B,A1,A2)	687	1386
BE2C	H3K36me3	hsat2_1_5(B)	1048	2280
BE2C	H3K36me3	hsat2_1_6(A2,A1,B)	37704	78390
BE2C	H3K36me3	hsat2_1_7(B)	118	274
BE2C	H3K36me3	hsat2_2_2(B)	184	440
BE2C	H3K36me3	hsat2_2_3(B)	254	510
BE2C	H3K36me3	hsat2_2_4(B)	404	852
BE2C	H3K36me3	hsat2_2_5(B)	2547	5344
BE2C	H3K36me3	hsat2_2_6(B)	707	1439
BE2C	H3K36me3	hsat2_2_7(B)	289	619
BE2C	H3K36me3	hsat2_7_1(B)	26	62
BE2C	H3K36me3	hsat2_7_2(B)	55	101
BE2C	H3K36me3	hsat2_7_3(B)	65	157
BE2C	H3K36me3	hsat2_7_4(B)	33	76
BE2C	H3K36me3	hsat2_7_5(B)	1589	3130
BE2C	H3K36me3	hsat2_7_6(B)	726	1398
BE2C	H3K36me3	hsat2_7_7(B)	162	343
BE2C	H3K36me3	hsat2_7_9(B)	18	32
BE2C	H3K36me3	hsat2_7_10(B)	178	434
BE2C	H3K36me3	hsat2_7_12(B)	20	58
BE2C	H3K36me3	hsat2_7_13(B)	1447	3170
BE2C	H3K36me3	hsat2_7_15(B)	907	1795
BE2C	H3K36me3	hsat2_7_16(B)	1150	2191
BE2C	H3K36me3	hsat2_7_17(B)	2353	4977
BE2C	H3K36me3	hsat2_7_18(B)	1208	2497
BE2C	H3K36me3	hsat2_7_19(B)	397	832
BE2C	H3K36me3	hsat2_9_1(B)	1775	3640
BE2C	H3K36me3	hsat2_10_1(B)	500	1033
BE2C	H3K36me3	hsat2_10_2(A1,A2)	567	1215
BE2C	H3K36me3	hsat2_10_3(A1,A2)	3868	7823
BE2C	H3K36me3	hsat2_10_4(B)	242	536
BE2C	H3K36me3	hsat2_16_1(B)	4	10
BE2C	H3K36me3	hsat2_16_2(B)	129	288
BE2C	H3K36me3	hsat2_16_3(B)	505	1109
BE2C	H3K36me3	hsat2_16_4(B)	518	954
BE2C	H3K36me3	hsat2_16_5(B)	1143	2267
BE2C	H3K36me3	hsat2_16_6(B)	1566	3330
BE2C	H3K36me3	hsat2_16_7(B)	1060	2084
BE2C	H3K36me3	hsat2_16_8(B)	722	1466
BE2C	H3K36me3	hsat2_16_9(B)	1269	2714
BE2C	H3K36me3	hsat2_16_10(B)	583	1194
BE2C	H3K36me3	hsat2_16_11(B)	1656	3616
BE2C	H3K36me3	hsat2_16_12(B)	1443	3062
BE2C	H3K36me3	hsat2_16_13(B)	607	1317
BE2C	H3K36me3	hsat2_16_14(B)	269	662
BE2C	H3K36me3	hsat2_16_15(B)	35989	74754
BE2C	H3K36me3	hsat2_16_16(B)	137	268
BE2C	H3K36me3	hsat2_17_1(B)	192	376
BE2C	H3K36me3	hsat2_17_2(B)	1699	3661
BE2C	H3K36me3	hsat2_22_1(B)	185	442
BE2C	H3K36me3	hsat2_22_2(B)	376	945
BE2C	H3K36me3	hsat2_22_3(B)	1720	3667
BE2C	H3K36me3	hsat2_22_4(B)	1622	3630
BE2C	H3K36me3	hsat2_22_5(B)	967	1742
HAP-1	H3K36me3	hsat2_1_1(B)	405	906
HAP-1	H3K36me3	hsat2_1_2(B)	209	569
